               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  91,            0.043512,            0.037246,                   0,              0.7375,             0.58571,             0.66653,             0.37885,            0.044559,            0.016708,                   0,             0.00706,             0.00706,             0.00706
                  92,            0.044015,            0.038269,                   0,             0.73106,              0.5886,             0.66196,             0.37614,            0.044512,            0.016793,                   0,           0.0070273,           0.0070273,           0.0070273
                  93,            0.044035,            0.038239,                   0,             0.75071,             0.56925,             0.65671,             0.37304,            0.044307,            0.017327,                   0,           0.0069947,           0.0069947,           0.0069947
                  94,            0.043736,            0.038616,                   0,              0.7422,             0.58142,             0.66005,             0.37611,            0.044722,            0.016912,                   0,            0.006962,            0.006962,            0.006962
                  95,            0.043512,            0.037316,                   0,             0.75049,              0.5795,             0.66369,             0.37654,            0.044494,            0.016704,                   0,           0.0069293,           0.0069293,           0.0069293
                  96,            0.043834,            0.037428,                   0,             0.75466,             0.58152,             0.66591,             0.38103,            0.044252,            0.016912,                   0,           0.0068967,           0.0068967,           0.0068967
                  97,            0.043411,            0.038224,                   0,             0.73403,             0.59397,             0.66584,             0.37808,            0.044196,            0.016737,                   0,            0.006864,            0.006864,            0.006864
                  98,            0.043349,            0.038029,                   0,             0.71665,             0.60096,              0.6672,             0.38183,            0.044211,            0.016552,                   0,           0.0068313,           0.0068313,           0.0068313
                  99,            0.043459,             0.03758,                   0,              0.7284,             0.58788,              0.6589,             0.37785,             0.04432,            0.017111,                   0,           0.0067987,           0.0067987,           0.0067987
                 100,             0.04321,            0.037183,                   0,             0.76481,             0.58307,             0.67198,             0.38579,            0.044154,            0.016644,                   0,            0.006766,            0.006766,            0.006766
                 101,            0.043025,            0.038075,                   0,             0.74351,             0.58888,             0.66952,              0.3819,            0.044244,            0.016537,                   0,           0.0067333,           0.0067333,           0.0067333
                 102,            0.043153,            0.037939,                   0,              0.7471,             0.59869,             0.67994,             0.38699,            0.044128,            0.016439,                   0,           0.0067007,           0.0067007,           0.0067007
                 103,            0.043544,            0.038829,                   0,             0.73999,             0.59433,             0.67145,             0.38525,            0.043964,             0.01665,                   0,            0.006668,            0.006668,            0.006668
                 104,            0.043248,            0.037592,                   0,             0.74337,             0.59324,             0.67133,             0.38345,             0.04414,            0.016585,                   0,           0.0066353,           0.0066353,           0.0066353
                 105,            0.043585,            0.037334,                   0,             0.73789,              0.5946,              0.6686,             0.38298,            0.044052,            0.016944,                   0,           0.0066027,           0.0066027,           0.0066027
                 106,            0.042925,            0.038105,                   0,             0.75127,               0.583,             0.66793,             0.38471,            0.043958,            0.017046,                   0,             0.00657,             0.00657,             0.00657
                 107,            0.042671,            0.037413,                   0,             0.73018,             0.59613,             0.66681,             0.38254,            0.044414,            0.016691,                   0,           0.0065373,           0.0065373,           0.0065373
                 108,             0.04303,            0.036437,                   0,             0.73446,             0.59295,              0.6679,             0.38435,            0.043803,            0.016738,                   0,           0.0065047,           0.0065047,           0.0065047
                 109,            0.042625,            0.037267,                   0,             0.75571,             0.58951,             0.67133,             0.38693,            0.043948,            0.016456,                   0,            0.006472,            0.006472,            0.006472
                 110,            0.043155,             0.03832,                   0,             0.75068,             0.59157,              0.6712,             0.38595,            0.043839,            0.016531,                   0,           0.0064393,           0.0064393,           0.0064393
                 111,            0.042562,            0.037227,                   0,             0.72194,             0.60705,             0.67152,             0.38621,            0.043853,            0.016492,                   0,           0.0064067,           0.0064067,           0.0064067
                 112,            0.042597,            0.036981,                   0,             0.77144,             0.57534,             0.67251,             0.38587,            0.043869,            0.016456,                   0,            0.006374,            0.006374,            0.006374
                 113,            0.043077,            0.037957,                   0,             0.75779,             0.58488,             0.67158,             0.38548,            0.043927,            0.016543,                   0,           0.0063413,           0.0063413,           0.0063413
                 114,            0.042387,            0.037239,                   0,             0.76028,             0.58277,             0.67105,             0.38617,            0.043818,            0.016942,                   0,           0.0063087,           0.0063087,           0.0063087
                 115,            0.042785,            0.037529,                   0,             0.74996,             0.59878,              0.6768,             0.39128,            0.043932,            0.016398,                   0,            0.006276,            0.006276,            0.006276
                 116,            0.042491,            0.036911,                   0,             0.74144,             0.59313,             0.66736,             0.38611,            0.043778,            0.016976,                   0,           0.0062433,           0.0062433,           0.0062433
                 117,            0.042668,            0.038296,                   0,             0.76248,             0.58667,             0.67543,             0.39232,            0.043581,            0.016586,                   0,           0.0062107,           0.0062107,           0.0062107
                 118,            0.042883,             0.03767,                   0,             0.76186,              0.5835,             0.67144,             0.38889,            0.043857,            0.016724,                   0,            0.006178,            0.006178,            0.006178
                 119,             0.04239,             0.03744,                   0,              0.7606,             0.58785,             0.67577,             0.39155,            0.043547,            0.016602,                   0,           0.0061453,           0.0061453,           0.0061453
                 120,             0.04211,            0.037918,                   0,             0.75044,             0.59653,             0.67354,             0.39008,            0.043811,            0.016659,                   0,           0.0061127,           0.0061127,           0.0061127
                 121,            0.041712,            0.036418,                   0,             0.76759,             0.57906,             0.67212,             0.38858,            0.043592,            0.016689,                   0,             0.00608,             0.00608,             0.00608
                 122,            0.042349,            0.035763,                   0,              0.7688,             0.58049,             0.67655,              0.3916,            0.043589,            0.016448,                   0,           0.0060473,           0.0060473,           0.0060473
                 123,            0.042284,            0.036563,                   0,             0.74498,             0.59833,             0.68092,             0.39405,            0.043691,            0.016331,                   0,           0.0060147,           0.0060147,           0.0060147
                 124,            0.042014,            0.036306,                   0,             0.74476,             0.60278,             0.67808,             0.39493,            0.043813,            0.016437,                   0,            0.005982,            0.005982,            0.005982
                 125,            0.042235,            0.036394,                   0,             0.76701,             0.59115,             0.67936,             0.39193,            0.043627,            0.016406,                   0,           0.0059493,           0.0059493,           0.0059493
                 126,            0.041536,             0.03792,                   0,             0.76368,             0.58764,              0.6756,             0.39145,            0.043713,            0.016598,                   0,           0.0059167,           0.0059167,           0.0059167
                 127,            0.042019,            0.036591,                   0,             0.73954,             0.60778,             0.68081,             0.39603,            0.043678,            0.016374,                   0,            0.005884,            0.005884,            0.005884
                 128,            0.041785,            0.037128,                   0,              0.7742,             0.58333,             0.67902,             0.39532,            0.043623,            0.016391,                   0,           0.0058513,           0.0058513,           0.0058513
                 129,            0.042078,            0.037349,                   0,                0.75,             0.59842,              0.6752,             0.39343,            0.043738,            0.016626,                   0,           0.0058187,           0.0058187,           0.0058187
                 130,            0.042236,            0.038204,                   0,             0.75214,             0.60305,             0.68055,             0.39711,            0.043496,            0.016387,                   0,            0.005786,            0.005786,            0.005786
                 131,            0.042331,             0.03709,                   0,             0.76685,             0.58488,             0.67543,             0.39381,            0.043534,            0.016669,                   0,           0.0057533,           0.0057533,           0.0057533
                 132,            0.041839,            0.037176,                   0,             0.76071,             0.59887,              0.6792,             0.39401,            0.043535,            0.016474,                   0,           0.0057207,           0.0057207,           0.0057207
                 133,            0.042017,            0.035904,                   0,             0.77795,             0.58724,             0.68057,             0.39791,            0.043368,            0.016622,                   0,            0.005688,            0.005688,            0.005688
                 134,            0.041864,            0.037799,                   0,             0.74426,             0.61023,             0.68286,             0.39837,            0.043479,            0.016469,                   0,           0.0056553,           0.0056553,           0.0056553
                 135,            0.041778,            0.036636,                   0,             0.78789,              0.5816,             0.68248,             0.39688,            0.043591,            0.016279,                   0,           0.0056227,           0.0056227,           0.0056227
                 136,            0.041426,            0.036258,                   0,             0.74816,             0.60529,             0.67763,             0.39531,            0.043721,            0.016547,                   0,             0.00559,             0.00559,             0.00559
                 137,            0.041548,            0.036322,                   0,             0.77465,             0.58731,             0.67852,             0.39693,            0.043427,            0.016546,                   0,           0.0055573,           0.0055573,           0.0055573
                 138,            0.041518,            0.035925,                   0,             0.73397,             0.61432,             0.68025,             0.39648,            0.043381,            0.016617,                   0,           0.0055247,           0.0055247,           0.0055247
                 139,            0.041085,            0.036041,                   0,             0.75157,             0.60642,             0.68377,             0.39895,             0.04349,            0.016354,                   0,            0.005492,            0.005492,            0.005492
                 140,             0.04156,            0.036812,                   0,             0.77343,             0.59197,             0.68058,             0.39778,            0.043361,            0.016599,                   0,           0.0054593,           0.0054593,           0.0054593
                 141,            0.041608,            0.036126,                   0,             0.77388,             0.59869,             0.68539,              0.4016,            0.043163,            0.016403,                   0,           0.0054267,           0.0054267,           0.0054267
                 142,            0.041354,             0.03639,                   0,             0.77074,             0.59397,             0.68024,             0.39843,            0.043431,            0.016533,                   0,            0.005394,            0.005394,            0.005394
                 143,            0.040863,            0.035715,                   0,             0.75624,             0.59606,             0.68056,             0.39979,            0.043353,            0.016513,                   0,           0.0053613,           0.0053613,           0.0053613
                 144,            0.041266,            0.035734,                   0,             0.73398,             0.61003,              0.6802,             0.39872,            0.043254,            0.016446,                   0,           0.0053287,           0.0053287,           0.0053287
                 145,            0.041238,            0.034954,                   0,             0.78111,             0.58997,             0.68469,             0.39931,            0.043442,            0.016342,                   0,            0.005296,            0.005296,            0.005296
                 146,            0.041189,            0.036102,                   0,             0.74606,             0.61069,             0.68495,             0.40056,            0.043178,             0.01644,                   0,           0.0052633,           0.0052633,           0.0052633
                 147,            0.040627,            0.035456,                   0,              0.7518,             0.60487,             0.68214,             0.39981,            0.043268,            0.016559,                   0,           0.0052307,           0.0052307,           0.0052307
                 148,            0.041245,            0.036322,                   0,             0.76347,             0.60487,             0.68531,             0.40214,            0.043271,            0.016445,                   0,            0.005198,            0.005198,            0.005198
                 149,            0.040839,            0.035116,                   0,             0.75039,             0.61487,             0.68697,             0.40315,            0.043231,             0.01646,                   0,           0.0051653,           0.0051653,           0.0051653
                 150,            0.040458,            0.036155,                   0,             0.75775,             0.59842,             0.67974,             0.39894,            0.043406,            0.016659,                   0,           0.0051327,           0.0051327,           0.0051327
                 151,             0.04129,            0.037565,                   0,             0.74499,              0.6086,              0.6805,             0.39766,            0.043236,              0.0165,                   0,              0.0051,              0.0051,              0.0051
                 152,             0.04054,             0.03472,                   0,             0.74902,             0.60523,              0.6825,             0.39745,            0.043106,            0.016619,                   0,           0.0050673,           0.0050673,           0.0050673
                 153,             0.04089,            0.035517,                   0,             0.73772,             0.61341,             0.68316,             0.40108,            0.043299,            0.016526,                   0,           0.0050347,           0.0050347,           0.0050347
                 154,            0.040877,             0.03539,                   0,             0.75439,              0.6066,             0.68215,             0.39993,            0.043363,            0.016583,                   0,            0.005002,            0.005002,            0.005002
                 155,            0.040668,            0.035692,                   0,             0.75294,             0.60342,             0.68319,             0.40011,             0.04325,            0.016468,                   0,           0.0049693,           0.0049693,           0.0049693
                 156,             0.04093,            0.036288,                   0,             0.73744,             0.61923,             0.68574,             0.40199,            0.043198,            0.016385,                   0,           0.0049367,           0.0049367,           0.0049367
                 157,             0.04045,            0.036403,                   0,             0.75846,             0.60753,             0.68496,             0.40417,            0.042993,            0.016423,                   0,            0.004904,            0.004904,            0.004904
                 158,            0.040663,            0.036454,                   0,             0.75851,             0.61087,             0.68843,             0.40423,            0.043186,            0.016364,                   0,           0.0048713,           0.0048713,           0.0048713
                 159,            0.040229,            0.034632,                   0,             0.74616,             0.61023,             0.68102,             0.40092,            0.043314,            0.016642,                   0,           0.0048387,           0.0048387,           0.0048387
                 160,             0.04057,            0.035091,                   0,             0.76532,             0.60433,               0.685,             0.40433,             0.04315,            0.016465,                   0,            0.004806,            0.004806,            0.004806
                 161,            0.040344,            0.035196,                   0,             0.75333,             0.60835,             0.68394,             0.40311,            0.043383,            0.016456,                   0,           0.0047733,           0.0047733,           0.0047733
                 162,            0.040076,            0.036036,                   0,             0.76866,              0.6039,             0.68726,             0.40479,            0.043281,            0.016311,                   0,           0.0047407,           0.0047407,           0.0047407
                 163,            0.040281,            0.034936,                   0,             0.75809,             0.60278,             0.68323,             0.40177,            0.043271,             0.01655,                   0,            0.004708,            0.004708,            0.004708
                 164,            0.040738,            0.036327,                   0,             0.77937,             0.58997,             0.68282,             0.40229,            0.043256,            0.016555,                   0,           0.0046753,           0.0046753,           0.0046753
                 165,            0.039968,            0.034898,                   0,             0.77468,             0.59042,             0.68066,             0.40268,            0.043324,            0.016574,                   0,           0.0046427,           0.0046427,           0.0046427
                 166,            0.040523,            0.035285,                   0,             0.77315,             0.59651,             0.68435,             0.40284,            0.043153,             0.01643,                   0,             0.00461,             0.00461,             0.00461
                 167,            0.040179,            0.035596,                   0,             0.77138,             0.59823,             0.68671,             0.40615,            0.043122,            0.016363,                   0,           0.0045773,           0.0045773,           0.0045773
                 168,            0.040207,            0.034237,                   0,             0.74709,             0.61032,             0.68162,             0.40247,            0.043294,            0.016605,                   0,           0.0045447,           0.0045447,           0.0045447
                 169,            0.040298,            0.034525,                   0,             0.76018,             0.60205,             0.68169,             0.40091,            0.043324,             0.01647,                   0,            0.004512,            0.004512,            0.004512
                 170,            0.040699,            0.036258,                   0,              0.7587,              0.6032,             0.68643,             0.40508,            0.043161,            0.016446,                   0,           0.0044793,           0.0044793,           0.0044793
                 171,            0.040516,            0.034999,                   0,             0.77053,             0.59869,             0.68567,             0.40496,            0.043277,            0.016405,                   0,           0.0044467,           0.0044467,           0.0044467
                 172,            0.040509,            0.034641,                   0,             0.76001,             0.60176,             0.68616,             0.40539,            0.043234,            0.016331,                   0,            0.004414,            0.004414,            0.004414
                 173,            0.040212,            0.034629,                   0,             0.75935,             0.60304,             0.68598,             0.40476,            0.043252,            0.016478,                   0,           0.0043813,           0.0043813,           0.0043813
                 174,            0.039755,            0.034005,                   0,             0.74209,              0.6142,             0.68532,             0.40475,            0.043275,            0.016466,                   0,           0.0043487,           0.0043487,           0.0043487
                 175,            0.039791,            0.034293,                   0,             0.76125,             0.60037,             0.68337,             0.40307,            0.043169,            0.016577,                   0,            0.004316,            0.004316,            0.004316
                 176,            0.039841,            0.034739,                   0,             0.76358,             0.59942,              0.6825,             0.40381,            0.043214,            0.016615,                   0,           0.0042833,           0.0042833,           0.0042833
                 177,            0.039605,            0.033814,                   0,             0.76466,             0.60124,             0.68622,             0.40629,            0.043162,            0.016483,                   0,           0.0042507,           0.0042507,           0.0042507
                 178,            0.039561,            0.034918,                   0,             0.75777,             0.60787,             0.68833,             0.40568,            0.043188,            0.016388,                   0,            0.004218,            0.004218,            0.004218
                 179,            0.040414,            0.036522,                   0,             0.76812,             0.60333,             0.68643,             0.40552,            0.043319,            0.016456,                   0,           0.0041853,           0.0041853,           0.0041853
                 180,            0.040206,            0.034685,                   0,             0.77752,             0.59887,             0.68659,             0.40738,            0.043191,            0.016462,                   0,           0.0041527,           0.0041527,           0.0041527
                 181,            0.039763,            0.035193,                   0,             0.76722,             0.60124,             0.68552,             0.40787,            0.043248,            0.016467,                   0,             0.00412,             0.00412,             0.00412
                 182,            0.039591,             0.03397,                   0,             0.75111,             0.61114,             0.68713,             0.40573,            0.043361,            0.016402,                   0,           0.0040873,           0.0040873,           0.0040873
                 183,            0.040103,            0.036146,                   0,             0.76761,             0.59978,               0.685,             0.40588,            0.043248,             0.01644,                   0,           0.0040547,           0.0040547,           0.0040547
                 184,            0.039833,            0.034422,                   0,             0.74846,             0.60842,              0.6854,             0.40774,            0.043029,            0.016498,                   0,            0.004022,            0.004022,            0.004022
                 185,             0.03926,            0.035233,                   0,             0.74173,             0.61151,             0.68432,             0.40468,            0.043014,            0.016618,                   0,           0.0039893,           0.0039893,           0.0039893
                 186,            0.039852,            0.034816,                   0,             0.78487,              0.5936,             0.68761,             0.40729,            0.043146,            0.016353,                   0,           0.0039567,           0.0039567,           0.0039567
                 187,            0.039387,            0.034462,                   0,              0.7643,             0.60705,             0.68835,             0.40733,            0.043195,            0.016411,                   0,            0.003924,            0.003924,            0.003924
                 188,            0.040248,            0.035476,                   0,             0.77891,             0.60178,              0.6897,              0.4099,            0.042993,            0.016485,                   0,           0.0038913,           0.0038913,           0.0038913
                 189,            0.039704,            0.034646,                   0,             0.77066,             0.60842,             0.69062,             0.40869,            0.043004,            0.016373,                   0,           0.0038587,           0.0038587,           0.0038587
                 190,            0.039558,            0.034175,                   0,             0.77998,             0.59954,             0.68864,             0.40678,            0.043148,            0.016429,                   0,            0.003826,            0.003826,            0.003826
                 191,            0.039753,             0.03505,                   0,             0.76099,             0.61214,             0.68972,             0.40984,            0.043006,            0.016431,                   0,           0.0037933,           0.0037933,           0.0037933
                 192,             0.03981,            0.034073,                   0,             0.76523,             0.60714,             0.68988,              0.4086,            0.042984,            0.016502,                   0,           0.0037607,           0.0037607,           0.0037607
                 193,             0.03957,            0.034223,                   0,             0.77808,             0.60348,             0.69134,             0.40998,            0.043004,            0.016405,                   0,            0.003728,            0.003728,            0.003728
                 194,            0.039596,            0.034104,                   0,             0.76041,             0.60742,             0.68708,             0.40795,             0.04316,             0.01643,                   0,           0.0036953,           0.0036953,           0.0036953
